term_id,query,f1,precision,recall,n_pos,n_neg,q_len,has_brand,main_cat,f1_bin
TERM_718d36ce,taç bambu tül perde,1.0,1.0,1.0,3,15,4,True,ev & mobilya,0.9
TERM_7191142e,munchkin alıştırma bardakları,1.0,1.0,1.0,5,25,3,True,anne & bebek & çocuk,0.9
TERM_7193a75c,akıllı saat kordon,0.9885633239325768,0.9627329192546584,1.0,155,775,3,False,elektronik,0.9
TERM_7199798c,step tahtası,0.9736737136019147,0.9166666666666666,1.0,11,55,2,False,spor & outdoor,0.9
TERM_719a6163,süpernova,1.0,1.0,1.0,1,5,1,False,ayakkabı,0.9
TERM_71a37f5e,kemal tahir,1.0,1.0,1.0,6,30,2,False,kitap,0.9
TERM_71a73e74,balkon düzenleyici,0.9757983193277311,0.9230769230769231,1.0,12,60,2,False,ev & mobilya,0.9
TERM_71a838ae,lotto sneaker,0.9776055124892333,0.9285714285714286,1.0,13,65,2,True,ayakkabı,0.9
TERM_71a84dba,yüz buz,0.9530638852672751,0.8571428571428571,1.0,6,30,2,False,kozmetik & kişisel bakım,0.9
TERM_71a89344,çocuk oyun alanı çiti,1.0,1.0,1.0,2,10,4,False,anne & bebek & çocuk,0.9
TERM_71a91807,poster,0.9874465811965811,0.9591836734693877,1.0,94,470,1,False,ev & mobilya,0.9
TERM_71ada8e8,pilates lastik,0.7866379310344828,1.0,0.45454545454545453,11,55,2,False,spor & outdoor,0.7
TERM_71ae16de,rituals kozmetik,0.7777777777777777,0.5,1.0,1,5,2,True,kozmetik & kişisel bakım,0.7
TERM_71b1ed04,lc waikiki kadın trençkot,1.0,1.0,1.0,2,10,4,True,giyim,0.9
TERM_71b84be6,wet n wild kapatıcı,1.0,1.0,1.0,2,10,4,True,kozmetik & kişisel bakım,0.9
TERM_71ba45d3,köpek göğüs tasması,1.0,1.0,1.0,27,135,3,False,süpermarket,0.9
TERM_71bcd652,yuvarlak yemek masası,1.0,1.0,1.0,6,30,3,False,ev & mobilya,0.9
TERM_71bcf10f,çift kişilik battaniye seti,1.0,1.0,1.0,2,10,4,False,ev & mobilya,0.9
TERM_71bdeae0,ipad kılıf,0.9886792452830189,0.9811320754716981,0.9811320754716981,53,265,2,False,elektronik,0.9
TERM_71c0888a,balık yağı,0.9853658536585366,0.975609756097561,0.975609756097561,82,410,2,False,süpermarket,0.9
TERM_71c0c90e,slezenger,0.6861768368617683,0.625,0.35714285714285715,14,70,1,False,ayakkabı,0.5
TERM_71c181e9,ipli avize,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_71c1f40b,iphone powerbank,0.9687337154768108,1.0,0.9,10,50,2,False,elektronik,0.9
TERM_71c31d1b,traktör çakar led,1.0,1.0,1.0,2,10,3,False,otomobil & motosiklet,0.9
TERM_71c59d5d,oturma gurubu koltuk,1.0,1.0,1.0,3,15,3,False,ev & mobilya,0.9
TERM_71c61153,kadın scrubs,1.0,1.0,1.0,7,35,2,False,giyim,0.9
TERM_71d158d5,kpss ders notları,0.9650937297996122,1.0,0.8888888888888888,9,45,3,False,kitap,0.9
TERM_71d316cc,jogger eşofman,0.9611726639866653,0.88,1.0,22,110,2,False,giyim,0.9
TERM_71d557bd,avva pantolon,1.0,1.0,1.0,28,140,2,True,giyim,0.9
TERM_71daac61,baharat öğütücü,1.0,1.0,1.0,28,140,2,False,ev & mobilya,0.9
TERM_71e09e31,3lü duvar saati,0.934640522875817,1.0,0.8,5,25,3,False,ev & mobilya,0.9
TERM_71e4e207,ayarlanabilir perde,1.0,1.0,1.0,2,10,2,False,ev & mobilya,0.9
TERM_71e4e562,5li banyo seti,1.0,1.0,1.0,6,30,3,False,ev & mobilya,0.9
TERM_71e5c10a,koza pijama takımı,1.0,1.0,1.0,11,55,3,True,giyim,0.9
TERM_71e66b8b,travel soft,0.8327526132404182,0.8333333333333334,0.625,8,40,2,True,ayakkabı,0.7
TERM_71e7e8e0,juan valdez,1.0,1.0,1.0,1,5,2,True,aksesuar,0.9
TERM_71e8af27,madame coco kahve fincanı,1.0,1.0,1.0,3,15,4,True,ev & mobilya,0.9
TERM_71e967e6,kare kahvaltı seti,1.0,1.0,1.0,9,45,3,False,ev & mobilya,0.9
TERM_71ecd8bf,organik bebek bisküvi,0.9594202898550726,0.875,1.0,7,35,3,False,süpermarket,0.9
TERM_71ecdaeb,taşlı çanta,0.9767369727047146,0.9259259259259259,1.0,25,125,2,False,aksesuar,0.9
TERM_71f1f223,ayakabılık,1.0,1.0,1.0,4,20,1,False,ev & mobilya,0.9
TERM_71f4c602,robot süpürge kokusu,1.0,1.0,1.0,1,5,3,False,giyim,0.9
TERM_71f66c5c,fenerbahçe forma,1.0,1.0,1.0,14,70,2,True,giyim,0.9
TERM_71f6da30,rowenta,0.7317436661698957,0.6,0.5,6,30,1,True,elektronik,0.7
TERM_71fac8c8,sole,0.6594594594594595,0.6666666666666666,0.2857142857142857,7,35,1,True,ev & mobilya,0.5
TERM_7201d491,tupper,0.6888888888888889,1.0,0.2857142857142857,21,105,1,False,ev & mobilya,0.5
TERM_7208aa25,bulaşıklık,0.9769913837525614,0.9402985074626866,0.984375,64,320,1,False,ev & mobilya,0.9
TERM_7208b502,dove duş köpüğü,1.0,1.0,1.0,1,5,3,True,kozmetik & kişisel bakım,0.9
TERM_720a2b09,sephora rimel,0.8838709677419355,1.0,0.6666666666666666,3,15,2,True,kozmetik & kişisel bakım,0.7
TERM_720c5227,mutfak duvar kağıdı,0.9530638852672751,0.8571428571428571,1.0,12,60,3,False,ev & mobilya,0.9
TERM_72101293,bebelac 1,1.0,1.0,1.0,4,20,2,True,ev & mobilya,0.9
TERM_7210be71,el rendesi,1.0,1.0,1.0,12,60,2,False,ev & mobilya,0.9
TERM_72131df1,elektrikli motosiklet,0.983693190397101,0.9473684210526315,1.0,36,180,2,False,otomobil & motosiklet,0.9
TERM_7215b304,yonca yüzük,1.0,1.0,1.0,2,10,2,False,aksesuar,0.9
TERM_7219e0c3,pierre cardin topuklu ayakkabı,0.9861096495843418,1.0,0.9545454545454546,22,110,4,True,ayakkabı,0.9
TERM_721bf2ec,ford transit koltuk kılıfı,1.0,1.0,1.0,8,40,4,True,otomobil & motosiklet,0.9
TERM_721bf989,bargello 335,1.0,1.0,1.0,2,10,2,True,kozmetik & kişisel bakım,0.9
TERM_721d04cf,4 . sınıf test kitabı,0.9027777777777778,1.0,0.7142857142857143,14,70,5,False,kitap,0.9
TERM_722391ea,altus tv,1.0,1.0,1.0,2,10,2,True,elektronik,0.9
TERM_7225baea,vardem hayvan figür oyuncak,1.0,1.0,1.0,7,35,4,True,anne & bebek & çocuk,0.9
TERM_7229098d,nurgaz,0.9618610399929373,0.9565217391304348,0.9166666666666666,48,240,1,True,spor & outdoor,0.9
TERM_7231a115,beko çeyiz seti,1.0,1.0,1.0,2,10,3,True,elektronik,0.9
TERM_72331b0e,pilates direnç bandı,1.0,1.0,1.0,10,50,3,False,spor & outdoor,0.9
TERM_7239f99e,anne yanı,0.9866057838660578,0.9565217391304348,1.0,22,110,2,False,anne & bebek & çocuk,0.9
TERM_723f0e07,hot wheels porsche,0.9629360465116279,1.0,0.8823529411764706,17,85,3,True,anne & bebek & çocuk,0.9
TERM_7240892d,coğrafya harita,1.0,1.0,1.0,5,25,2,False,kırtasiye & ofis malzemeleri,0.9
TERM_7247dfb9,kadın havuç pantolon,0.9683078664402942,0.9310344827586207,0.9642857142857143,28,140,3,False,giyim,0.9
TERM_7250eedc,ikili türk kahvesi makinesi,1.0,1.0,1.0,5,25,4,False,elektronik,0.9
TERM_7256f9be,qlife parfüm,1.0,1.0,1.0,14,70,2,True,kozmetik & kişisel bakım,0.9
TERM_725a3285,siyah ince topuklu,1.0,1.0,1.0,5,25,3,False,ayakkabı,0.9
TERM_725d0b85,bilgisayar bileşenleri,0.9488638528660883,0.8571428571428571,0.9836065573770492,61,305,2,False,elektronik,0.9
TERM_725e0060,su geçirmez kadın kol saati,0.9386363636363637,0.8181818181818182,1.0,9,45,5,False,aksesuar,0.9
TERM_725f662c,canon g7x,1.0,1.0,1.0,1,5,2,True,elektronik,0.9
TERM_725f9e4a,maybelline new york allık,1.0,1.0,1.0,2,10,4,True,kozmetik & kişisel bakım,0.9
TERM_726073a6,los ojos sporcu sütyeni,1.0,1.0,1.0,1,5,4,True,giyim,0.9
TERM_7261150a,dji mikrofon,0.8736842105263158,0.6666666666666666,1.0,2,10,2,True,hobi & eğlence,0.7
TERM_72622cb0,kadın beyaz takım elbise,1.0,1.0,1.0,14,70,4,False,giyim,0.9
TERM_7263edd6,casio mtp,0.9938015194886254,0.9795918367346939,1.0,48,240,2,True,aksesuar,0.9
TERM_7263fee3,korkmaz tost,1.0,1.0,1.0,3,15,2,True,elektronik,0.9
TERM_72648636,sülfatsız şampuan,0.9824187845519721,0.9433962264150944,1.0,50,250,2,False,kozmetik & kişisel bakım,0.9
TERM_7264a9d9,park yatak çarşaf,1.0,1.0,1.0,5,25,3,False,ev & mobilya,0.9
TERM_72653aff,el sabunluk,1.0,1.0,1.0,9,45,2,False,ev & mobilya,0.9
TERM_72695199,araç telefon tutucu,0.9625,0.9375,0.9375,16,80,3,False,elektronik,0.9
TERM_7269b1af,lego art,0.8838709677419355,1.0,0.6666666666666666,3,15,2,True,anne & bebek & çocuk,0.7
TERM_726aa555,vizör şapka,1.0,1.0,1.0,23,115,2,False,aksesuar,0.9
TERM_726e8125,tavuklu kedi maması,0.7777777777777777,0.5,1.0,1,5,3,False,giyim,0.7
TERM_726e8fad,yeşil süet ceket,1.0,1.0,1.0,5,25,3,False,giyim,0.9
TERM_72752884,inşaat arabaları,1.0,1.0,1.0,9,45,2,False,anne & bebek & çocuk,0.9
TERM_7276848a,kiko kapatıcı,1.0,1.0,1.0,15,75,2,True,kozmetik & kişisel bakım,0.9
TERM_727cfaaa,behzat ç,1.0,1.0,1.0,19,95,2,False,ev & mobilya,0.9
TERM_727da37c,plastik süpürge,1.0,1.0,1.0,1,5,2,False,ev & mobilya,0.9
TERM_7280dba7,gömşek,0.45454545454545453,0.0,0.0,6,30,1,False,giyim,0.3
TERM_72855e24,çaycı ve kahve makinesi,1.0,1.0,1.0,1,5,4,False,elektronik,0.9
TERM_72897ade,milano home,0.7,0.5,0.5,2,10,2,True,ev & mobilya,0.7
TERM_728b3dc6,uzun trençkot,0.955831608005521,0.8648648648648649,1.0,32,160,2,False,giyim,0.9
TERM_728de721,kanca,0.45454545454545453,0.0,0.0,1,5,1,False,ev & mobilya,0.3
TERM_7290ab86,hm çocuk ayakkabı,0.4482758620689655,0.0,0.0,8,40,3,False,ayakkabı,0.3
TERM_72962875,kahvaltılık gevrek,1.0,1.0,1.0,38,190,2,False,süpermarket,0.9
TERM_7296aef4,harry,1.0,1.0,1.0,1,5,1,False,anne & bebek & çocuk,0.9
TERM_729b180c,d3 k2 vitamin,0.969161108731567,0.9032258064516129,1.0,28,140,3,False,süpermarket,0.9
TERM_729fb88a,maxx deluxe saç boyası,1.0,1.0,1.0,30,150,4,True,kozmetik & kişisel bakım,0.9
TERM_72b0ce5f,tesettür mezuniyet abiye,0.9827557058326288,0.9444444444444444,1.0,17,85,3,False,giyim,0.9
TERM_72b12b63,erkek düz paça eşofman altı,1.0,1.0,1.0,9,45,5,False,giyim,0.9
TERM_72b37e5d,mdf mutfak masası,1.0,1.0,1.0,16,80,3,False,ev & mobilya,0.9
TERM_72b49dba,kalın şeffaf masa örtüsü,1.0,1.0,1.0,14,70,4,False,ev & mobilya,0.9
TERM_72b4c245,etiket yazıcısı,1.0,1.0,1.0,3,15,2,False,kırtasiye & ofis malzemeleri,0.9
TERM_72b605cf,mossta bluz,1.0,1.0,1.0,8,40,2,True,giyim,0.9
TERM_72b71965,sinüs temizleme kiti,0.8736842105263158,0.6666666666666666,1.0,2,10,3,False,süpermarket,0.7
TERM_72bc5493,koton kolye,1.0,1.0,1.0,17,85,2,True,aksesuar,0.9
TERM_72bcba22,missha tonik,1.0,1.0,1.0,2,10,2,True,kozmetik & kişisel bakım,0.9
TERM_72c6b730,porselen kupa bardak,1.0,1.0,1.0,9,45,3,False,ev & mobilya,0.9
TERM_72ca0824,acar feel good,0.45454545454545453,0.0,0.0,1,5,3,True,ev & mobilya,0.3
TERM_72cdf0cc,gamepower monitör,1.0,1.0,1.0,5,25,2,True,elektronik,0.9
TERM_72d39377,akıllı krem,1.0,1.0,1.0,1,5,2,False,kozmetik & kişisel bakım,0.9
TERM_72d483d2,iphone 15 pro max,1.0,1.0,1.0,4,20,4,False,elektronik,0.9
TERM_72dc33c4,moda ilgi,0.8436349942657606,0.6942148760330579,0.8,105,525,2,True,giyim,0.7
TERM_72de3db7,w collection erkek gömlek,1.0,1.0,1.0,19,95,4,True,giyim,0.9
TERM_72e35f58,bershka kazak,1.0,1.0,1.0,2,10,2,True,giyim,0.9
TERM_72e3f328,erkek jager pantolon,0.8736842105263158,0.6666666666666666,1.0,2,10,3,False,giyim,0.7
TERM_72eb15fb,tamir aletleri,1.0,1.0,1.0,8,40,2,False,bahçe & elektrikli el aletleri,0.9
TERM_72edb0b6,bilgisayar oyunu,0.9113300492610837,0.75,1.0,9,45,2,False,elektronik,0.9
TERM_72eef8ff,samsung tablet,1.0,1.0,1.0,13,65,2,True,elektronik,0.9
TERM_72f1676c,deri bot,0.9751292882239153,0.9210526315789473,1.0,35,175,2,False,ayakkabı,0.9
TERM_72f6903e,fırın temizleyici,0.9642591213700671,0.8888888888888888,1.0,8,40,2,False,süpermarket,0.9
TERM_72fab9a1,mondial drift l koruma demiri,1.0,1.0,1.0,3,15,5,True,otomobil & motosiklet,0.9
TERM_72fb3a2c,vinoclean,1.0,1.0,1.0,2,10,1,False,kozmetik & kişisel bakım,0.9
TERM_730101e4,erkek inci kolye,1.0,1.0,1.0,3,15,3,False,aksesuar,0.9
TERM_730525bc,vicco ilk adım ayakkabısı,0.9307692307692308,0.8846153846153846,0.8846153846153846,26,130,4,True,ayakkabı,0.9
TERM_7306dab3,erkek kol saat,0.9438482384823847,0.8947368421052632,0.918918918918919,37,185,3,False,aksesuar,0.9
TERM_73096d55,hoodie,0.98,0.9666666666666667,0.9666666666666667,30,150,1,False,giyim,0.9
TERM_7309e64f,duvar askısı,0.9811282467532467,0.9393939393939394,1.0,31,155,2,False,ev & mobilya,0.9
TERM_730a1911,pelin yıldız butik,0.8736842105263158,0.6666666666666666,1.0,2,10,3,True,giyim,0.7
TERM_730c8afd,bebek çorba,1.0,1.0,1.0,6,30,2,False,süpermarket,0.9
TERM_730d1fc4,under armour ayakkabı,1.0,1.0,1.0,44,220,3,True,ayakkabı,0.9
TERM_730ea8a4,iğde tozu,1.0,1.0,1.0,9,45,2,False,süpermarket,0.9
TERM_73122d64,kosova,0.98148058837714,0.9545454545454546,0.984375,64,320,1,True,ev & mobilya,0.9
TERM_73141ecb,2 li koltuk,1.0,1.0,1.0,2,10,3,False,ev & mobilya,0.9
TERM_731728fd,vinner lambader,1.0,1.0,1.0,6,30,2,True,ev & mobilya,0.9
TERM_7321bed9,pudra kokulu parfüm,1.0,1.0,1.0,2,10,3,False,kozmetik & kişisel bakım,0.9
TERM_7324d088,kong köpek oyuncağı,1.0,1.0,1.0,2,10,3,True,süpermarket,0.9
TERM_73271342,alize cotton,1.0,1.0,1.0,1,5,2,True,ev & mobilya,0.9
TERM_732d2c32,işıklı mum,1.0,1.0,1.0,6,30,2,False,ev & mobilya,0.9
TERM_732de5d6,genel kültür kitabım,1.0,1.0,1.0,2,10,3,False,kitap,0.9
TERM_73330270,kestane şekeri,1.0,1.0,1.0,15,75,2,False,süpermarket,0.9
TERM_733965a4,merci,0.71875,1.0,0.3333333333333333,3,15,1,True,süpermarket,0.7
TERM_733a52ff,nuxe yüz güneş kremi,1.0,1.0,1.0,7,35,4,True,kozmetik & kişisel bakım,0.9
TERM_733a7b66,bebek eldiveni,1.0,1.0,1.0,5,25,2,False,aksesuar,0.9
TERM_733d8450,kadın kışlık kazak,1.0,1.0,1.0,3,15,3,False,giyim,0.9
TERM_733df118,kaş dövmesi,0.9544962080173348,1.0,0.8571428571428571,7,35,2,False,kozmetik & kişisel bakım,0.9
TERM_73408efd,anne kazağı,0.9716859716859716,1.0,0.9090909090909091,11,55,2,False,giyim,0.9
TERM_7346aacf,xiaomi tablet,1.0,1.0,1.0,5,25,2,True,elektronik,0.9
TERM_73470a95,kapı önü paspas,0.9933919087593921,0.9782608695652174,1.0,45,225,3,False,ev & mobilya,0.9
TERM_734a9401,perilla çamaşırlık,1.0,1.0,1.0,4,20,2,True,ev & mobilya,0.9
TERM_734aa8eb,metal saklama kutusu,0.9661630578569937,0.9615384615384616,0.9259259259259259,27,135,3,False,ev & mobilya,0.9
TERM_7355a26a,bohem kitaplık,0.9604938271604938,1.0,0.875,8,40,2,False,ev & mobilya,0.9
TERM_735789d1,debica lastik,1.0,1.0,1.0,6,30,2,True,otomobil & motosiklet,0.9
TERM_735e8c73,oto bakım seti,0.9910175565939301,0.9705882352941176,1.0,33,165,3,False,otomobil & motosiklet,0.9
TERM_7368a3cf,dikiş seti,1.0,1.0,1.0,11,55,2,False,hobi & eğlence,0.9
TERM_736b2165,bebek hediyelik mum,0.94,0.9,0.9,10,50,3,True,anne & bebek & çocuk,0.9
TERM_736c24c6,şişme mont yelek,0.9163763066202091,1.0,0.75,8,40,3,False,giyim,0.9
TERM_736e28c2,gümüş çift bilekliği,1.0,1.0,1.0,1,5,3,False,aksesuar,0.9
TERM_7370c603,new balance 574,1.0,1.0,1.0,8,40,3,True,ayakkabı,0.9
TERM_73761f2e,einhell somun sıkma makinesi,0.9594202898550726,0.875,1.0,7,35,4,True,bahçe & elektrikli el aletleri,0.9
TERM_737b034f,erkek baggy kot pantolon,0.9739130434782609,0.9565217391304348,0.9565217391304348,23,115,4,False,giyim,0.9
TERM_737b9b1d,doğum günü hediyesi kız,0.8651348651348651,0.9090909090909091,0.6666666666666666,15,75,4,False,hobi & eğlence,0.7
TERM_737f36e8,dsquared2,0.9642591213700671,0.8888888888888888,1.0,8,40,1,True,aksesuar,0.9
TERM_7387dc62,fenerbahçe t-shirt,0.9886355358053471,0.9629629629629629,1.0,26,130,2,True,giyim,0.9
TERM_73890404,süvari pantolon,1.0,1.0,1.0,16,80,2,True,giyim,0.9
TERM_738a5ff3,polisan,0.9389508785430294,0.8857142857142857,0.9117647058823529,34,170,1,True,banyo yapı & hırdavat,0.9
TERM_739433dd,şenol hoca alıştırmalarla matematik,1.0,1.0,1.0,1,5,4,False,kitap,0.9
TERM_7395397b,demir ayakkabılık,0.9897953199225852,0.9666666666666667,1.0,29,145,2,False,ev & mobilya,0.9
TERM_73965d3b,mıknatıslı kolye,1.0,1.0,1.0,13,65,2,False,aksesuar,0.9
TERM_739715c3,electrolux ocak,1.0,1.0,1.0,2,10,2,True,elektronik,0.9
TERM_7398e117,chester koltuk,1.0,1.0,1.0,1,5,2,False,ev & mobilya,0.9
TERM_739b4b82,camel,1.0,1.0,1.0,1,5,1,False,giyim,0.9
TERM_739d78b5,taşlı kol çantası,1.0,1.0,1.0,2,10,3,False,aksesuar,0.9
TERM_739f406b,çocuk kulaklığı,1.0,1.0,1.0,2,10,2,False,aksesuar,0.9
TERM_73a1737e,10000 lümen el feneri,1.0,1.0,1.0,4,20,4,False,spor & outdoor,0.9
TERM_73a1a267,saksılar,0.9544962080173348,1.0,0.8571428571428571,7,35,1,False,bahçe & elektrikli el aletleri,0.9
TERM_73a219cf,bigdart tesettür elbise,1.0,1.0,1.0,30,150,3,True,giyim,0.9
TERM_73a240e9,baklava desenli hırka,1.0,1.0,1.0,7,35,3,False,giyim,0.9
TERM_73a2b6ad,cg jant,1.0,1.0,1.0,10,50,2,False,otomobil & motosiklet,0.9
TERM_73a2f378,zenon far,0.9736737136019147,0.9166666666666666,1.0,11,55,2,False,otomobil & motosiklet,0.9
TERM_73a485ed,nivea sıkılaştırıcı,1.0,1.0,1.0,4,20,2,True,kozmetik & kişisel bakım,0.9
TERM_73b021ea,koltuk yıkama,0.96,0.9333333333333333,0.9333333333333333,15,75,2,False,elektronik,0.9
TERM_73b2154d,nane,1.0,1.0,1.0,10,50,1,False,süpermarket,0.9
TERM_73b50116,mauspad,1.0,1.0,1.0,5,25,1,False,elektronik,0.9
TERM_73ba7fbf,deri trençkot,0.9912786969347185,0.9714285714285714,1.0,68,340,2,False,giyim,0.9
TERM_73bc9014,honor magic pad 2,1.0,1.0,1.0,1,5,4,True,elektronik,0.9
TERM_73bf68b2,hera parfüm,1.0,1.0,1.0,4,20,2,False,kozmetik & kişisel bakım,0.9
TERM_73c10062,motosiklet smart bar,1.0,1.0,1.0,4,20,3,False,otomobil & motosiklet,0.9
TERM_73c14821,derby,0.5842851763524539,0.5714285714285714,0.16666666666666666,24,120,1,True,kırtasiye & ofis malzemeleri,0.5
TERM_73ca3e63,amway diş macunu,1.0,1.0,1.0,4,20,3,True,kozmetik & kişisel bakım,0.9
TERM_73ca881b,bisiklet yaka hırka,1.0,1.0,1.0,6,30,3,False,giyim,0.9
TERM_73cb30b7,çanta bursu,0.9886355358053471,0.9629629629629629,1.0,26,130,2,False,aksesuar,0.9
TERM_73ce0f76,yatak odası dolabı,0.9932733750217992,1.0,0.9777777777777777,45,225,3,False,ev & mobilya,0.9
TERM_73d174a1,pantene kepeğe karşı etkili şampuan,1.0,1.0,1.0,2,10,5,True,kozmetik & kişisel bakım,0.9
TERM_73d471b4,eda tava,1.0,1.0,1.0,5,25,2,True,ev & mobilya,0.9
TERM_73e1509f,kadın topuklu ayakkabı şefaf,0.9163763066202091,1.0,0.75,4,20,4,False,ayakkabı,0.9
TERM_73e3fddd,steelseries mouse pad,1.0,1.0,1.0,3,15,3,True,elektronik,0.9
TERM_73e89df5,babymod tulum,0.9680662329982259,0.9,1.0,9,45,2,True,giyim,0.9
TERM_73ee277a,ağda,0.9849226804123712,0.9512195121951219,1.0,39,195,1,False,kozmetik & kişisel bakım,0.9
TERM_73f9c19a,ayakkabı rampa,1.0,1.0,1.0,6,30,2,False,ev & mobilya,0.9
TERM_73fe559f,keten koltuk örtüsü,1.0,1.0,1.0,15,75,3,False,ev & mobilya,0.9
TERM_73ffe176,corega diş protezi yapıştırıcı,0.9716859716859716,1.0,0.9090909090909091,11,55,4,True,kozmetik & kişisel bakım,0.9
TERM_740189f3,flormar dudak kalemi 245,1.0,1.0,1.0,1,5,4,True,kozmetik & kişisel bakım,0.9
TERM_74025f77,purina one,1.0,1.0,1.0,8,40,2,True,süpermarket,0.9
TERM_7404ab79,yelek takım,0.9805152630439489,0.9375,1.0,15,75,2,False,giyim,0.9
TERM_740556be,mevsimlik tesettür kap,1.0,1.0,1.0,17,85,3,False,giyim,0.9
TERM_740edd92,mango babet,0.9680662329982259,0.9,1.0,9,45,2,False,ayakkabı,0.9
TERM_740f0d29,isana vücut losyonu,1.0,1.0,1.0,3,15,3,True,kozmetik & kişisel bakım,0.9
TERM_74204059,günlük sakal traş makinası,1.0,1.0,1.0,2,10,4,False,elektronik,0.9
TERM_7427ba59,lee kadın jean,1.0,1.0,1.0,8,40,3,True,giyim,0.9
TERM_7436c69a,yandan bağlamalı bluz,1.0,1.0,1.0,7,35,3,False,giyim,0.9
TERM_743b369a,balon demeti,1.0,1.0,1.0,10,50,2,False,hobi & eğlence,0.9
TERM_743d2711,lufian erkek sweat,1.0,1.0,1.0,5,25,3,True,giyim,0.9
TERM_743d98f9,gitar standı,1.0,1.0,1.0,7,35,2,False,hobi & eğlence,0.9
TERM_74404bd9,olaplex no 6,0.8838709677419355,1.0,0.6666666666666666,3,15,3,True,kozmetik & kişisel bakım,0.7
TERM_74448b33,itoshi rin,1.0,1.0,1.0,2,10,2,False,kırtasiye & ofis malzemeleri,0.9
TERM_744808aa,fressi su isıtıcı & kettle,1.0,1.0,1.0,1,5,5,True,elektronik,0.9
TERM_7448175e,spor suluğu,1.0,1.0,1.0,6,30,2,False,spor & outdoor,0.9
TERM_744c4914,namaz seti,0.9,0.8333333333333334,0.8333333333333334,6,30,2,False,ev & mobilya,0.9
TERM_74510f28,dedorant,1.0,1.0,1.0,5,25,1,False,kozmetik & kişisel bakım,0.9
TERM_74515bd2,arçelik,0.7694718652551293,0.5369127516778524,0.7692307692307693,104,520,1,True,elektronik,0.7
TERM_74530c11,el yapımı kupa,1.0,1.0,1.0,8,40,3,False,ev & mobilya,0.9
TERM_74551308,love my body elbise,1.0,1.0,1.0,13,65,4,True,giyim,0.9
TERM_7459908b,nehir demlik,1.0,1.0,1.0,1,5,2,True,aksesuar,0.9
TERM_745d9a0c,canyon bebek arabası,1.0,1.0,1.0,1,5,3,False,anne & bebek & çocuk,0.9
TERM_74613e35,bauer,1.0,1.0,1.0,16,80,1,True,spor & outdoor,0.9
TERM_746283a5,saç egzaması şampuan,1.0,1.0,1.0,1,5,3,False,kozmetik & kişisel bakım,0.9
TERM_7463ad25,flormar maskara,1.0,1.0,1.0,9,45,2,True,kozmetik & kişisel bakım,0.9
TERM_74658750,motor gaz kolu,1.0,1.0,1.0,3,15,3,False,otomobil & motosiklet,0.9
TERM_7466f5ad,konuşan bebek,1.0,1.0,1.0,21,105,2,False,anne & bebek & çocuk,0.9
TERM_7468c68d,polisan elegans,1.0,1.0,1.0,32,160,2,True,banyo yapı & hırdavat,0.9
TERM_746af0d0,nike bot,1.0,1.0,1.0,2,10,2,True,ayakkabı,0.9
TERM_746b183b,şarjlı ağaç budama makası,1.0,1.0,1.0,15,75,4,False,bahçe & elektrikli el aletleri,0.9
TERM_74732abe,15 kg kedi maması,1.0,1.0,1.0,14,70,4,False,süpermarket,0.9
TERM_74755aa8,cilt tonu eşitleyici,0.9604938271604938,1.0,0.875,8,40,3,False,kozmetik & kişisel bakım,0.9
TERM_747cd607,under armour sweatshirt,0.9316239316239316,0.8,1.0,20,100,3,True,giyim,0.9
TERM_747d21a6,porselen baharat takımı,1.0,1.0,1.0,16,80,3,False,ev & mobilya,0.9
TERM_748835ea,havyar,1.0,1.0,1.0,2,10,1,False,ev & mobilya,0.9
TERM_748d3b25,alize puffy ip,0.9807653776798237,1.0,0.9375,16,80,3,True,hobi & eğlence,0.9
TERM_748ea8bd,erkek büyük beden mont,0.983693190397101,0.9473684210526315,1.0,18,90,4,False,giyim,0.9
TERM_74946ecf,pull & bear omuz çantası,1.0,1.0,1.0,11,55,5,True,aksesuar,0.9
TERM_749a4573,sıvı sabunluk,0.9945847486831093,0.9821428571428571,1.0,55,275,2,False,ev & mobilya,0.9
TERM_749cc294,cepli pantolon,1.0,1.0,1.0,4,20,2,False,giyim,0.9
TERM_749ee856,kablosuz car play,1.0,1.0,1.0,3,15,3,False,otomobil & motosiklet,0.9
TERM_749fde1d,venom figür,1.0,1.0,1.0,5,25,2,False,hobi & eğlence,0.9
TERM_74a3deb2,renkli kase,1.0,1.0,1.0,5,25,2,False,ev & mobilya,0.9
TERM_74a51f9a,oto brandası araba çadırı,1.0,1.0,1.0,3,15,4,False,otomobil & motosiklet,0.9
TERM_74a6e132,ellik,1.0,1.0,1.0,3,15,1,False,spor & outdoor,0.9
TERM_74ac3d44,sds matkap ucu,1.0,1.0,1.0,1,5,3,True,bahçe & elektrikli el aletleri,0.9
TERM_74afa156,zevahir mobilya dekorasyon tablo,1.0,1.0,1.0,14,70,4,True,ev & mobilya,0.9
TERM_74b71e16,yatak yanı sehpa,0.9338061465721039,0.9230769230769231,0.8571428571428571,14,70,3,False,ev & mobilya,0.9
TERM_74c27309,iki kişilik kahve fincanı,1.0,1.0,1.0,24,120,4,False,ev & mobilya,0.9
TERM_74d74db3,knipex pense,0.9662698412698413,0.8947368421052632,1.0,17,85,2,True,banyo yapı & hırdavat,0.9
