term_id,query,f1,precision,recall,n_pos,n_neg,q_len,main_cat
TERM_8e9cfc60,arow yağdanlık,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_8e98102d,freelook saat,1.0,1.0,1.0,7,35,2,aksesuar
TERM_8e97d73e,oto koruma çıtası,1.0,1.0,1.0,5,25,3,otomobil & motosiklet
TERM_8e8a6220,nyx makyaj bazı,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_8ef8f600,çekme helva,1.0,1.0,1.0,8,40,2,süpermarket
TERM_8eed8f13,fare zehri,1.0,1.0,1.0,7,35,2,süpermarket
TERM_8eeb6349,folik asit,1.0,1.0,1.0,6,30,2,süpermarket
TERM_8ee9b214,sehpa takımı,1.0,1.0,1.0,19,95,2,ev & mobilya
TERM_8ee79acb,adidas erkek yürüyüş ayakkabısı,1.0,1.0,1.0,37,185,4,ayakkabı
TERM_8ee20f40,bebek saç kremi,1.0,1.0,1.0,1,5,3,süpermarket
TERM_8ee18ac4,bado kedi maması,1.0,1.0,1.0,5,25,3,süpermarket
TERM_8edfa5d3,mop bezi,1.0,1.0,1.0,15,75,2,süpermarket
TERM_8ed6b424,sedef kolye,1.0,1.0,1.0,7,35,2,aksesuar
TERM_8ed3f25a,slazenger erkek çocuk spor ayakkabı,1.0,1.0,1.0,16,80,5,ayakkabı
TERM_8ed33b91,philips elektronik çeyiz seti,1.0,1.0,1.0,4,20,4,elektronik
TERM_8ed2c478,kapalı abiye elbise,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_8ec6ed95,gelin damat gözlüğü,1.0,1.0,1.0,6,30,3,hobi & eğlence
TERM_3810c8bc,pazuband,1.0,1.0,1.0,6,30,1,spor & outdoor
TERM_380f3aa3,bepantol nemlendirici krem,1.0,1.0,1.0,2,10,3,kozmetik & kişisel bakım
TERM_37fc43fc,loreal sabitleyici,1.0,1.0,1.0,2,10,2,kozmetik & kişisel bakım
TERM_37fa4f35,kız bebek kilotlu çorap,1.0,1.0,1.0,5,25,4,giyim
TERM_37f9b287,kepçe takımı,1.0,1.0,1.0,9,45,2,ev & mobilya
TERM_37f0490e,mum yapım seti,1.0,1.0,1.0,3,15,3,ev & mobilya
TERM_37ebb228,pembe balon,1.0,1.0,1.0,11,55,2,hobi & eğlence
TERM_37eae8ba,iremçiçekçilik yapay çiçek,1.0,1.0,1.0,42,210,3,ev & mobilya
TERM_8f2954a5,tesettür scrubs,1.0,1.0,1.0,3,15,2,banyo yapı & hırdavat
TERM_8f27d4da,araç içi isıtıcı,1.0,1.0,1.0,1,5,3,otomobil & motosiklet
TERM_8f20bf86,epson toner,1.0,1.0,1.0,1,5,2,elektronik
TERM_8f1a1e14,55 ınch tv,1.0,1.0,1.0,5,25,3,elektronik
TERM_8f0f4af4,renkli runner,1.0,1.0,1.0,14,70,2,ev & mobilya
TERM_8f042182,biberiye suyu,1.0,1.0,1.0,16,80,2,kozmetik & kişisel bakım
TERM_8f025dd1,altus türk kahve makinesi,1.0,1.0,1.0,1,5,4,elektronik
TERM_8efd8f9e,çocuk kablosuz kulaklık,1.0,1.0,1.0,13,65,3,elektronik
TERM_8efb64a1,tefal yumurta tavası,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_37db6c13,has kahve,1.0,1.0,1.0,4,20,2,süpermarket
TERM_37dab9af,sirke ruhu,1.0,1.0,1.0,2,10,2,süpermarket
TERM_37d9017d,nehir 12 kişilik çatal kaşık bıçak seti,1.0,1.0,1.0,2,10,7,ev & mobilya
TERM_37c59056,tahta kaşıklık,1.0,1.0,1.0,3,15,2,ev & mobilya
TERM_37a76a80,awox kahve makinesi,1.0,1.0,1.0,1,5,3,elektronik
TERM_37a36d33,alix avien makyaj seti,1.0,1.0,1.0,2,10,4,kozmetik & kişisel bakım
TERM_37a2e9f3,banyo fırça,1.0,1.0,1.0,1,5,2,süpermarket
TERM_37a03187,gigabyte monitör,1.0,1.0,1.0,2,10,2,elektronik
TERM_379ddbd7,morfose saç maskesi,1.0,1.0,1.0,2,10,3,kozmetik & kişisel bakım
TERM_37999f16,toz pudra,1.0,1.0,1.0,9,45,2,kozmetik & kişisel bakım
TERM_8f54865f,amsterdam akrilik boya,1.0,1.0,1.0,10,50,3,kırtasiye & ofis malzemeleri
TERM_8f505682,motosiklet ayakkabı & bot,1.0,1.0,1.0,53,265,4,otomobil & motosiklet
TERM_8f4f8b31,mezza tv sehpa & ünitesi,1.0,1.0,1.0,9,45,5,ev & mobilya
TERM_8f4169e2,tefal clipso düdüklü tencere,1.0,1.0,1.0,1,5,4,süpermarket
TERM_8f40ba0f,ayak koku giderici,1.0,1.0,1.0,6,30,3,kozmetik & kişisel bakım
TERM_8f3ac163,usb çoğaltıcı,1.0,1.0,1.0,14,70,2,elektronik
TERM_8f33f251,gözlük burun pedi,1.0,1.0,1.0,5,25,3,aksesuar
TERM_8f32f487,bebek çamaşır sepeti,1.0,1.0,1.0,9,45,3,ev & mobilya
TERM_8f30840e,toyota corolla paspas,1.0,1.0,1.0,5,25,3,otomobil & motosiklet
TERM_8f2a0cd9,bebek çikolata,1.0,1.0,1.0,21,105,2,süpermarket
TERM_8fa3fcdc,telefon hoparlör koruyucu,1.0,1.0,1.0,2,10,3,elektronik
TERM_8fa3b853,çelik karıştırma kabı,1.0,1.0,1.0,17,85,3,ev & mobilya
TERM_8f98a0aa,beşik modelleri,1.0,1.0,1.0,3,15,2,ev & mobilya
TERM_8f8b3b2b,şarap kızılı saç boyası,1.0,1.0,1.0,6,30,4,kozmetik & kişisel bakım
TERM_8f8a47bc,ales türkçe,1.0,1.0,1.0,1,5,2,kitap
TERM_8f879b5c,pulbiber,1.0,1.0,1.0,3,15,1,süpermarket
TERM_8f6d0e54,bambu havluluk,1.0,1.0,1.0,3,15,2,ev & mobilya
TERM_8f69f0ee,çocuk kilidi,1.0,1.0,1.0,1,5,2,aksesuar
TERM_8f654c98,mango kids t-shirt,1.0,1.0,1.0,21,105,3,giyim
TERM_8f614fab,office,1.0,1.0,1.0,2,10,1,ev & mobilya
TERM_8f5f55ea,erkek çocuk süveter,1.0,1.0,1.0,3,15,3,giyim
TERM_8f5bad2e,dekorsiahome tablo,1.0,1.0,1.0,48,240,2,ev & mobilya
TERM_378441fd,fenerbahçe araba kokusu,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_377fb9c2,çaykur çay,1.0,1.0,1.0,20,100,2,süpermarket
TERM_3775eb70,xbox gamepad,1.0,1.0,1.0,9,45,2,elektronik
TERM_37721f1a,bohemia bardak,1.0,1.0,1.0,10,50,2,ev & mobilya
TERM_376de7c2,tuvalet kağıtlığı,1.0,1.0,1.0,77,385,2,ev & mobilya
TERM_376cd116,kız çocuk patik,1.0,1.0,1.0,3,15,3,ayakkabı
TERM_376c7be2,çekmeceli banyo dolabı,1.0,1.0,1.0,4,20,3,ev & mobilya
TERM_3766ab2e,nehir çatal kaşık,1.0,1.0,1.0,21,105,3,ev & mobilya
TERM_8fd0fb3f,alık,1.0,1.0,1.0,3,15,1,kozmetik & kişisel bakım
TERM_8fc8c6ca,arçelik ankastre fırın,1.0,1.0,1.0,8,40,3,elektronik
TERM_8fc28d0d,toshiba kumanda,1.0,1.0,1.0,7,35,2,elektronik
TERM_8fb8168b,katlamalı perde,1.0,1.0,1.0,20,100,2,ev & mobilya
TERM_8fb78b13,tarihsiz ajanda,1.0,1.0,1.0,9,45,2,kırtasiye & ofis malzemeleri
TERM_8fb3c5a7,kamerasız tuşlu telefon,1.0,1.0,1.0,4,20,3,elektronik
TERM_8fb0349a,kolye kutusu,1.0,1.0,1.0,2,10,2,hobi & eğlence
TERM_8fab0ae9,ahşap kase,1.0,1.0,1.0,5,25,2,ev & mobilya
TERM_8faa0dd8,kadeh seti,1.0,1.0,1.0,7,35,2,ev & mobilya
TERM_8fa4b39c,frappoli ceket,1.0,1.0,1.0,31,155,2,giyim
TERM_9001252a,küçük hediye kutusu,1.0,1.0,1.0,4,20,3,hobi & eğlence
TERM_8ffcc7f5,paçası ayarlanabilir eşofman altı,1.0,1.0,1.0,1,5,4,giyim
TERM_8ff6e49c,kenwood oto teyp,1.0,1.0,1.0,1,5,3,elektronik
TERM_8fe7cb24,ceratec,1.0,1.0,1.0,1,5,1,otomobil & motosiklet
TERM_8fe61802,judo,1.0,1.0,1.0,7,35,1,spor & outdoor
TERM_8fdd2a21,venucci home & living kilim,1.0,1.0,1.0,2,10,5,ev & mobilya
TERM_8fd52e5e,puffy tek kişilik uyku seti,1.0,1.0,1.0,1,5,5,ev & mobilya
TERM_8fd2dedb,aktif kömür,1.0,1.0,1.0,6,30,2,kozmetik & kişisel bakım
TERM_8fd28090,sandalye pabucu,1.0,1.0,1.0,13,65,2,banyo yapı & hırdavat
TERM_375cfe29,sert yatak,1.0,1.0,1.0,7,35,2,ev & mobilya
TERM_375562d2,organik bebek bisküvisi,1.0,1.0,1.0,3,15,3,süpermarket
TERM_375090f4,domol leke çıkarıcı sprey,1.0,1.0,1.0,1,5,4,ev & mobilya
TERM_374ea327,arko nem el kremi,1.0,1.0,1.0,5,25,4,kozmetik & kişisel bakım
TERM_374e6857,basınç düşürücü,1.0,1.0,1.0,11,55,2,banyo yapı & hırdavat
TERM_374e2b81,küçük tv ünitesi,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_374bea03,akrilik kesme halı,1.0,1.0,1.0,9,45,3,ev & mobilya
TERM_3746d1d0,şönil ip,1.0,1.0,1.0,6,30,2,kırtasiye & ofis malzemeleri
TERM_3741a84a,puma kadın mont,1.0,1.0,1.0,10,50,3,giyim
TERM_373feef1,oturmalı scooter,1.0,1.0,1.0,1,5,2,anne & bebek & çocuk
TERM_373e423e,masa üstü süs,1.0,1.0,1.0,7,35,3,ev & mobilya
TERM_373ad8cb,bebek araba,1.0,1.0,1.0,10,50,2,anne & bebek & çocuk
TERM_3738d97c,aynalı tarak seti,1.0,1.0,1.0,2,10,3,ev & mobilya
TERM_90330503,ayaklı kahve yanı su bardağı,1.0,1.0,1.0,20,100,5,ev & mobilya
TERM_902c9b8c,arçelik toz torbalı süpürge,1.0,1.0,1.0,7,35,4,elektronik
TERM_902c47c0,toi moi kedi kumu,1.0,1.0,1.0,3,15,4,süpermarket
TERM_902a0faf,sheismono pantolon,1.0,1.0,1.0,3,15,2,giyim
TERM_90255125,karaca ikili kahve makinesi,1.0,1.0,1.0,2,10,4,ev & mobilya
TERM_9023f91a,ince çerçeveli gözlük,1.0,1.0,1.0,2,10,3,aksesuar
TERM_901e5910,garnier yüz maskesi,1.0,1.0,1.0,10,50,3,kozmetik & kişisel bakım
TERM_901d74a3,beyaz baget çanta,1.0,1.0,1.0,7,35,3,aksesuar
TERM_901cfb15,bornoz takımı çeyiz,1.0,1.0,1.0,5,25,3,ev & mobilya
TERM_901088da,adidas galaxy 7,1.0,1.0,1.0,7,35,3,ayakkabı
TERM_900aae33,çocuk odası komodin,1.0,1.0,1.0,9,45,3,ev & mobilya
TERM_9003cf72,zsa zsa zsu tepsi,1.0,1.0,1.0,1,5,4,ev & mobilya
TERM_906d247f,anime defter,1.0,1.0,1.0,3,15,2,kırtasiye & ofis malzemeleri
TERM_906d038e,nike metcon,1.0,1.0,1.0,16,80,2,ayakkabı
TERM_9069ebf7,çocuk taç,1.0,1.0,1.0,6,30,2,aksesuar
TERM_906208a7,peynir dolgulu biber,1.0,1.0,1.0,4,20,3,süpermarket
TERM_905b1d33,avon care,1.0,1.0,1.0,4,20,2,kozmetik & kişisel bakım
TERM_90598dbe,bahçe koruma örtüsü,1.0,1.0,1.0,22,110,3,ev & mobilya
TERM_9058bc04,spezi,1.0,1.0,1.0,3,15,1,ayakkabı
TERM_9058368f,rebul parfüm,1.0,1.0,1.0,4,20,2,kozmetik & kişisel bakım
TERM_90546945,duvar dekorasyonu,1.0,1.0,1.0,14,70,2,ev & mobilya
TERM_905336dc,avon incandessence vücut spreyi,1.0,1.0,1.0,2,10,4,kozmetik & kişisel bakım
TERM_90532cb2,buharlı süpürge,1.0,1.0,1.0,16,80,2,elektronik
TERM_904fe151,tamer tanca cüzdan,1.0,1.0,1.0,9,45,3,aksesuar
TERM_904e2a24,ugg kadın bot,1.0,1.0,1.0,9,45,3,ayakkabı
TERM_904135e1,18000 btu klima,1.0,1.0,1.0,12,60,3,elektronik
TERM_90ad48a1,pampas yapay çiçek,1.0,1.0,1.0,9,45,3,ev & mobilya
TERM_909d9ba7,motosiklet far,1.0,1.0,1.0,2,10,2,otomobil & motosiklet
TERM_909bba36,gizia alt - üst takım,1.0,1.0,1.0,17,85,5,giyim
TERM_9092a291,avon incandessence parfüm,1.0,1.0,1.0,5,25,3,kozmetik & kişisel bakım
TERM_908ef791,nautica erkek saat,1.0,1.0,1.0,14,70,3,aksesuar
TERM_908c2fb6,dar fermuarlı hırka,1.0,1.0,1.0,1,5,3,giyim
TERM_90806a6c,profilo buzdolabı rafı,1.0,1.0,1.0,1,5,3,elektronik
TERM_907b9f32,siyah fiyonk toka,1.0,1.0,1.0,11,55,3,aksesuar
TERM_907aaa62,yerba mate,1.0,1.0,1.0,2,10,2,süpermarket
TERM_907a1759,limonluk,1.0,1.0,1.0,5,25,1,ev & mobilya
TERM_3737b330,yapay sarkıt bitki,1.0,1.0,1.0,1,5,3,ev & mobilya
TERM_372d5ec0,mancera parfüm,1.0,1.0,1.0,3,15,2,kozmetik & kişisel bakım
TERM_37287cea,tuğba kaban,1.0,1.0,1.0,2,10,2,giyim
TERM_3719b936,vegeta,1.0,1.0,1.0,1,5,1,süpermarket
TERM_3710babb,kirpi sonic,1.0,1.0,1.0,6,30,2,ev & mobilya
TERM_370df56b,hipp 1,1.0,1.0,1.0,3,15,2,süpermarket
TERM_370b996a,brut erkek parfüm,1.0,1.0,1.0,1,5,3,kozmetik & kişisel bakım
TERM_36fdf06f,prego oto koltuğu,1.0,1.0,1.0,1,5,3,anne & bebek & çocuk
TERM_36f8fcf5,brooklyn,1.0,1.0,1.0,1,5,1,ayakkabı
TERM_36f5286d,kuba elektrikli motosiklet,1.0,1.0,1.0,3,15,3,otomobil & motosiklet
TERM_36f4c4fa,kıvırcık saç tarağı,1.0,1.0,1.0,7,35,3,kozmetik & kişisel bakım
TERM_36f1abc1,jules verne,1.0,1.0,1.0,4,20,2,kitap
TERM_36e7b3cc,kadın beyaz eşofman altı,1.0,1.0,1.0,7,35,4,giyim
TERM_90e9fcfd,mini soba,1.0,1.0,1.0,2,10,2,bahçe & elektrikli el aletleri
TERM_90cd9c83,iç dış parazit,1.0,1.0,1.0,2,10,3,süpermarket
TERM_90c1a8d1,kablosuz oda termostatı,1.0,1.0,1.0,8,40,3,banyo yapı & hırdavat
TERM_90bff064,kız çocuk keten pantolon,1.0,1.0,1.0,4,20,4,giyim
TERM_90bdd4dc,12 volt hava kompresörü,1.0,1.0,1.0,2,10,4,bahçe & elektrikli el aletleri
TERM_90bda39e,jager pantolon,1.0,1.0,1.0,2,10,2,giyim
TERM_90b99eaa,kahve dünyası kapsül kahve,1.0,1.0,1.0,10,50,4,süpermarket
TERM_90b5909c,amber şişe,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_90b3c5fb,cupra takım,1.0,1.0,1.0,2,10,2,ev & mobilya
TERM_9118c8a2,asus vivobook,1.0,1.0,1.0,3,15,2,elektronik
TERM_9117079b,mavi kadın şapka,1.0,1.0,1.0,2,10,3,aksesuar
TERM_911516b7,tigger,1.0,1.0,1.0,3,15,1,anne & bebek & çocuk
TERM_910d5461,yenidoğan biberon,1.0,1.0,1.0,5,25,2,anne & bebek & çocuk
TERM_910817e8,cam ocak,1.0,1.0,1.0,9,45,2,elektronik
TERM_9102df4a,omix,1.0,1.0,1.0,3,15,1,elektronik
TERM_9102698d,rampage mouse,1.0,1.0,1.0,5,25,2,elektronik
TERM_9101307b,braun saç düzleştirici,1.0,1.0,1.0,1,5,3,elektronik
TERM_91004f0b,tavan avizesi,1.0,1.0,1.0,18,90,2,ev & mobilya
TERM_90ff1030,madame coco banyo seti,1.0,1.0,1.0,2,10,4,ev & mobilya
TERM_90fcdccd,bursa ipek fular,1.0,1.0,1.0,30,150,3,aksesuar
TERM_90f52eb4,gucci çanta,1.0,1.0,1.0,2,10,2,aksesuar
TERM_36e458c4,braun lazer aleti,1.0,1.0,1.0,2,10,3,elektronik
TERM_36dc631c,u.s. polo assn. mont,1.0,1.0,1.0,38,190,4,giyim
TERM_36dc5f38,perle tül perde,1.0,1.0,1.0,3,15,3,ev & mobilya
TERM_36dbda6f,fakir doğrayıcı & rondo,1.0,1.0,1.0,2,10,4,elektronik
TERM_36d19a53,nike erkek yürüyüş ayakkabısı,1.0,1.0,1.0,20,100,4,ayakkabı
TERM_36ca8f1b,tek kişilik karyola,1.0,1.0,1.0,46,230,3,ev & mobilya
TERM_36baf3be,arçelik ikili kahve makinesi,1.0,1.0,1.0,1,5,4,elektronik
TERM_36b9dde3,nintendo switch oled,1.0,1.0,1.0,2,10,3,elektronik
TERM_36b57ef0,sert plastik bardak,1.0,1.0,1.0,8,40,3,hobi & eğlence
TERM_36a90641,karaca konuşan çaycı,1.0,1.0,1.0,9,45,3,elektronik
TERM_369dd751,türk bayrağı kolye,1.0,1.0,1.0,6,30,3,aksesuar
TERM_369775e5,kendinden havalı korna,1.0,1.0,1.0,2,10,3,otomobil & motosiklet
TERM_9157f4a5,mukavva karton,1.0,1.0,1.0,2,10,2,kırtasiye & ofis malzemeleri
TERM_9151cd5a,köpek regl külodu,1.0,1.0,1.0,5,25,3,süpermarket
TERM_914fd22b,john cena,1.0,1.0,1.0,4,20,2,giyim
TERM_914735c9,beyaz çift kişilik nevresim takımları,1.0,1.0,1.0,18,90,5,ev & mobilya
TERM_913da48e,paw petrol oyuncak,1.0,1.0,1.0,3,15,3,anne & bebek & çocuk
TERM_91355f21,decathlon sırt çantası,1.0,1.0,1.0,7,35,3,aksesuar
TERM_9128d842,mavi bayan çanta,1.0,1.0,1.0,1,5,3,aksesuar
TERM_9127fc28,yelekli elbise,1.0,1.0,1.0,2,10,2,giyim
TERM_911e3dd7,avon imari,1.0,1.0,1.0,1,5,2,kozmetik & kişisel bakım
TERM_911e0e79,onedekor kahvaltı takımı,1.0,1.0,1.0,5,25,3,ev & mobilya
TERM_918dc13a,bingo sıvı,1.0,1.0,1.0,6,30,2,süpermarket
TERM_918d1ab0,berjer sandalye,1.0,1.0,1.0,19,95,2,ev & mobilya
TERM_918a29e0,hello kitty ceket,1.0,1.0,1.0,1,5,3,giyim
TERM_917f3a20,porselen lokumluk,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_917b2093,omo toz,1.0,1.0,1.0,3,15,2,süpermarket
TERM_9176bd78,lykd kaş kalemi,1.0,1.0,1.0,1,5,3,giyim
TERM_916a1727,madam coco nevresim takımı,1.0,1.0,1.0,9,45,4,ev & mobilya
TERM_916078f4,erkek çocuk çantası,1.0,1.0,1.0,7,35,3,aksesuar
TERM_915a6051,yüksek taban converse,1.0,1.0,1.0,2,10,3,ayakkabı
TERM_368a4fb8,fossil sırt çantası,1.0,1.0,1.0,3,15,3,aksesuar
TERM_36892eba,dexe şampuan,1.0,1.0,1.0,1,5,2,giyim
TERM_3685678e,cacharel pantolon,1.0,1.0,1.0,7,35,2,giyim
TERM_36853fab,motor stickeri,1.0,1.0,1.0,1,5,2,banyo yapı & hırdavat
TERM_367b8eed,paul walker,1.0,1.0,1.0,5,25,2,ev & mobilya
TERM_367ae419,airpods 4,1.0,1.0,1.0,1,5,2,elektronik
TERM_3675a79a,dünya edebiyatı,1.0,1.0,1.0,35,175,2,kitap
TERM_3673ee12,kiko kids sneaker,1.0,1.0,1.0,6,30,3,ayakkabı
TERM_366ac4f3,kuromili çanta,1.0,1.0,1.0,1,5,2,aksesuar
TERM_36603027,jujutsu kaisen,1.0,1.0,1.0,15,75,2,ev & mobilya
TERM_91ead425,neskafe bardağı,1.0,1.0,1.0,1,5,2,ev & mobilya
TERM_91dc236a,adidas erkek outdoor ayakkabı,1.0,1.0,1.0,15,75,4,ayakkabı
TERM_91b1abda,paspas mop,1.0,1.0,1.0,13,65,2,süpermarket
TERM_91aa1bdc,keçe bebek,1.0,1.0,1.0,4,20,2,ev & mobilya
TERM_91a9e56f,by ari ev dekorasyon yapay çiçek,1.0,1.0,1.0,11,55,6,ev & mobilya
TERM_919f6159,wafıl makinesi,1.0,1.0,1.0,8,40,2,elektronik
TERM_919eab2c,akvaryum dış filtre,1.0,1.0,1.0,15,75,3,süpermarket
TERM_91991ec3,calliel tonik,1.0,1.0,1.0,2,10,2,kozmetik & kişisel bakım
TERM_91978ffb,samsung a52,1.0,1.0,1.0,1,5,2,elektronik
TERM_921061ca,üçlü sehpa,1.0,1.0,1.0,18,90,2,ev & mobilya
TERM_920c8ba8,freshscarf,1.0,1.0,1.0,1,5,1,ev & mobilya
TERM_92090d67,rtx ekran kartı,1.0,1.0,1.0,9,45,3,elektronik
TERM_920593a8,raf dolap,1.0,1.0,1.0,13,65,2,ev & mobilya
TERM_9200de3e,korece,1.0,1.0,1.0,4,20,1,kitap
TERM_91ff0a8e,bikkembergs,1.0,1.0,1.0,14,70,1,giyim
TERM_91fb8e71,etkinlik masası,1.0,1.0,1.0,7,35,2,ev & mobilya
TERM_91fb38bd,sanal gerçeklik gözlükleri oyun,1.0,1.0,1.0,1,5,4,elektronik
TERM_91f1eb5d,sivilce maskesi,1.0,1.0,1.0,7,35,2,kozmetik & kişisel bakım
TERM_91eeeab3,schwarzkopf saç boyası,1.0,1.0,1.0,24,120,3,kozmetik & kişisel bakım
TERM_91ed63ed,sunum tepsi,1.0,1.0,1.0,26,130,2,ev & mobilya
TERM_365924de,fly mix hülya kayhan,1.0,1.0,1.0,1,5,4,süpermarket
TERM_36591ca9,tüylü yelek,1.0,1.0,1.0,5,25,2,giyim
TERM_36547399,hol dolabı,1.0,1.0,1.0,6,30,2,ev & mobilya
TERM_364d0aa4,üre gübre,1.0,1.0,1.0,5,25,2,bahçe & elektrikli el aletleri
TERM_364b0097,bosch kırıcı delici,1.0,1.0,1.0,7,35,3,bahçe & elektrikli el aletleri
TERM_3644e06c,mekanik baskül,1.0,1.0,1.0,2,10,2,elektronik
TERM_3643fa3c,rattan bahçe takımı,1.0,1.0,1.0,30,150,3,ev & mobilya
TERM_363abb69,renkli duvarlar duvar sticker,1.0,1.0,1.0,5,25,4,ev & mobilya
TERM_362fc167,kabuklu fındık,1.0,1.0,1.0,6,30,2,süpermarket
TERM_362f4bc5,beyaz polo yaka,1.0,1.0,1.0,7,35,3,giyim
TERM_362eb211,jw pei,1.0,1.0,1.0,3,15,2,aksesuar
TERM_362aacf8,çinko pikolinat,1.0,1.0,1.0,4,20,2,süpermarket
TERM_92504212,casio f 91w saat,1.0,1.0,1.0,4,20,4,aksesuar
TERM_924e7e79,voit koşu bandı,1.0,1.0,1.0,8,40,3,spor & outdoor
TERM_924cb918,mutfak kapı perdesi,1.0,1.0,1.0,5,25,3,ev & mobilya
TERM_924a53ec,stradivarius t-shirt,1.0,1.0,1.0,5,25,2,giyim
TERM_9249ae7c,4050 laptop,1.0,1.0,1.0,2,10,2,elektronik
TERM_9248e2b6,tekerlekli sandalye,1.0,1.0,1.0,20,100,2,süpermarket
TERM_9247f28f,zımpara makinesi,1.0,1.0,1.0,8,40,2,bahçe & elektrikli el aletleri
TERM_9243ba9e,deripabuc casual ayakkabı,1.0,1.0,1.0,14,70,3,ayakkabı
TERM_923ac60d,lana del rey plak,1.0,1.0,1.0,1,5,4,giyim
TERM_9236265b,hy320,1.0,1.0,1.0,1,5,1,elektronik
TERM_922db322,seyidoğlu tahin,1.0,1.0,1.0,1,5,2,giyim
TERM_922228ee,bargello 320,1.0,1.0,1.0,3,15,2,kozmetik & kişisel bakım
TERM_92217a85,led sinyal,1.0,1.0,1.0,7,35,2,otomobil & motosiklet
TERM_929c07fe,hausekids alt - üst takım,1.0,1.0,1.0,14,70,5,giyim
TERM_92972112,mikrodalga dolabı tezgah üstü,1.0,1.0,1.0,5,25,4,ev & mobilya
TERM_9291d3ed,lacivert göz kalemi,1.0,1.0,1.0,5,25,3,kozmetik & kişisel bakım
TERM_9290fb60,beko kurutma,1.0,1.0,1.0,3,15,2,elektronik
TERM_92866101,anka kolye,1.0,1.0,1.0,10,50,2,aksesuar
TERM_9284c0af,nike court borough low,1.0,1.0,1.0,12,60,4,ayakkabı
TERM_927cf805,nike cortez kadın,1.0,1.0,1.0,5,25,3,ayakkabı
TERM_92658cc4,kadın eşofman altı lastikli,1.0,1.0,1.0,5,25,4,giyim
TERM_9264af90,united colors of benetton valiz,1.0,1.0,1.0,8,40,5,aksesuar
TERM_9257abf4,reeder cep telefonu,1.0,1.0,1.0,8,40,3,elektronik
TERM_361798ec,yeni araba kokusu,1.0,1.0,1.0,3,15,3,otomobil & motosiklet
TERM_361756da,yargı kpss,1.0,1.0,1.0,5,25,2,kitap
TERM_36041548,tek bant topuklu ayakkabı,1.0,1.0,1.0,19,95,4,ayakkabı
TERM_35ff21b9,araba çakmaklık,1.0,1.0,1.0,1,5,2,otomobil & motosiklet
TERM_35faee6b,honda forza 250 aksesuar,1.0,1.0,1.0,17,85,4,otomobil & motosiklet
TERM_35f25546,tv ünitesi konsol,1.0,1.0,1.0,21,105,3,ev & mobilya
TERM_35ed75af,lenovo bluetooth kulaklık,1.0,1.0,1.0,4,20,3,elektronik
TERM_35ec401c,soya sosu,1.0,1.0,1.0,10,50,2,süpermarket
TERM_92da2fb9,omron tartı,1.0,1.0,1.0,2,10,2,elektronik
TERM_92d89bf8,agv,1.0,1.0,1.0,15,75,1,otomobil & motosiklet
TERM_92c43583,skz albüm,1.0,1.0,1.0,2,10,2,hobi & eğlence
TERM_92c3bf86,gözenek sıkılaştırıcı tonik,1.0,1.0,1.0,17,85,3,kozmetik & kişisel bakım
TERM_92b2a6bb,duşakabin camı,1.0,1.0,1.0,5,25,2,banyo yapı & hırdavat
TERM_92b17c93,stephen king,1.0,1.0,1.0,2,10,2,kitap
TERM_92ad74c3,baharatlıı,1.0,1.0,1.0,15,75,1,ev & mobilya
TERM_92a38eea,aynalı konsol,1.0,1.0,1.0,1,5,2,ev & mobilya
TERM_92a1a4bd,korkmaz filtre kahve makinesi,1.0,1.0,1.0,2,10,4,elektronik
TERM_35e28d3a,gant erkek sweatshirt,1.0,1.0,1.0,12,60,3,giyim
TERM_35df8b47,küçük tabak,1.0,1.0,1.0,3,15,2,ev & mobilya
TERM_35dd5d87,ahlatcı gram altın,1.0,1.0,1.0,4,20,3,aksesuar
TERM_35d863bc,televizyon kumandası,1.0,1.0,1.0,11,55,2,elektronik
TERM_35d5a2be,d&p parfüm,1.0,1.0,1.0,12,60,2,kozmetik & kişisel bakım
TERM_35d5847c,erkek eldiven,1.0,1.0,1.0,10,50,2,aksesuar
TERM_35d55c66,ramrod,1.0,1.0,1.0,15,75,1,giyim
TERM_35bf7c18,ferrero,1.0,1.0,1.0,5,25,1,süpermarket
TERM_35bf3ac2,bebek gaz,1.0,1.0,1.0,2,10,2,anne & bebek & çocuk
TERM_35bef867,kapitoneli mont,1.0,1.0,1.0,4,20,2,giyim
TERM_930a3a37,chloe signature,1.0,1.0,1.0,1,5,2,kozmetik & kişisel bakım
TERM_9305d571,ufo isıtıcı,1.0,1.0,1.0,5,25,2,elektronik
TERM_92fdc001,döküm tencere,1.0,1.0,1.0,58,290,2,ev & mobilya
TERM_92fa792d,erkek saç tarak,1.0,1.0,1.0,1,5,3,aksesuar
TERM_92f6ced2,adidas lacivert ayakkabı,1.0,1.0,1.0,10,50,3,ayakkabı
TERM_92f5b8f8,oms çaydanlık,1.0,1.0,1.0,5,25,2,ev & mobilya
